Entity,Code,Year,Prevalence - Neoplasms - Sex: Both - Age: Under 5 (Percent),Prevalence - Neoplasms - Sex: Both - Age: 70+ years (Percent),Prevalence - Neoplasms - Sex: Both - Age: 15-49 years (Percent),Prevalence - Neoplasms - Sex: Both - Age: 50-69 years (Percent),Prevalence - Neoplasms - Sex: Both - Age: 5-14 years (Percent),Prevalence - Neoplasms - Sex: Both - Age: All Ages (Percent)
Ecuador,ECU,1999,0.115296139128,2.62081010341,0.21988455411299998,1.14056683774,0.0393219513709,0.350496004817
Ecuador,ECU,2000,0.11884373703,2.66914567092,0.224114244456,1.1718316497299999,0.036699502988,0.36096073391399996
Ecuador,ECU,2001,0.11788140279900002,2.6864891369199997,0.221820288864,1.1674426010899999,0.0398471381297,0.366643403112
Ecuador,ECU,2002,0.122529109959,2.84420556232,0.248221580877,1.25759364719,0.0403589386184,0.40274295412899996
Ecuador,ECU,2003,0.14337062933,2.97742903491,0.26484860984700004,1.33383030208,0.041032273275199996,0.43341869888499995
Ecuador,ECU,2004,0.148644030022,3.0883403763899997,0.271422950465,1.38220184748,0.0421175558482,0.453246603196
Ecuador,ECU,2005,0.153467729978,3.1938664498700002,0.28915357084800003,1.43622970354,0.0451363605023,0.47939484994700005
Ecuador,ECU,2006,0.166207921258,3.2803321577,0.298107868885,1.4843759540700001,0.045923228203599994,0.501230527887
Ecuador,ECU,2007,0.177151633296,3.35030742646,0.30271806962,1.52192858343,0.0495080056856,0.51839939767
Ecuador,ECU,2008,0.18509603856600002,3.41497019667,0.30853854015,1.55986161974,0.049948961492599996,0.5350759679739999
Ecuador,ECU,2009,0.187871123294,3.4619899194,0.311747602779,1.5845384018100002,0.0443601376975,0.546214766056
Ecuador,ECU,2010,0.191675756517,3.5060586261899997,0.315367618627,1.59154844477,0.0465200466756,0.556964136309
Ecuador,ECU,2011,0.189452248179,3.54367998132,0.322761193555,1.6179938606200002,0.0454202810416,0.572325624395
Ecuador,ECU,2012,0.19121188131,3.55330113235,0.321121860807,1.63530222823,0.049365974453400005,0.581942487318
Ecuador,ECU,2013,0.19548740649,3.53653208425,0.321081694252,1.63543980951,0.044181961681,0.587492259073
Ecuador,ECU,2014,0.19686329517399997,3.53365723938,0.32042233704,1.63494392345,0.0434114321302,0.594337183468
Ecuador,ECU,2015,0.201510383402,3.53529994472,0.318118473898,1.63681849181,0.046875521531799996,0.601901322974
Ecuador,ECU,2016,0.205933539444,3.55948648465,0.324236131138,1.67064982292,0.044840841517400004,0.6194566077129999
Ecuador,ECU,2017,0.20487827750699997,3.56473579475,0.326745706776,1.68298369496,0.0442877154768,0.630957850861
Egypt,EGY,1990,0.167995085117,1.24781010802,0.223052011928,0.83002361507,0.082269839021,0.26076766339
Egypt,EGY,1991,0.16932133385599998,1.27766548952,0.22604079038600003,0.837078657829,0.0820189071016,0.264363511736
Egypt,EGY,1992,0.17065456268499998,1.29888862911,0.228971446444,0.8464743341209999,0.0819247122043,0.268235361522
Egypt,EGY,1993,0.171163939622,1.33951124334,0.232981022874,0.8618869767049999,0.08289769054990001,0.273878495136
Egypt,EGY,1994,0.169833046563,1.36474381782,0.23640923299,0.878283695674,0.08317627315869999,0.278737025193
Egypt,EGY,1995,0.168328812553,1.38087188349,0.23860670914100002,0.888783458825,0.0835188750863,0.28228459480900003
Egypt,EGY,1996,0.162512391228,1.40415391254,0.24415028403900002,0.909401666583,0.0826907174991,0.287791949386
Egypt,EGY,1997,0.15552436560900001,1.42883586302,0.250871077208,0.940627126166,0.08254130337719999,0.29464236646700004
Egypt,EGY,1998,0.155188063397,1.44617030354,0.255040146224,0.967659080205,0.0824104668707,0.30111798632
Egypt,EGY,1999,0.161114677649,1.46686790245,0.258818932681,0.992426158971,0.0827189446462,0.308262025289
Egypt,EGY,2000,0.159870738236,1.47997790391,0.261535416393,1.01177315788,0.0829772119933,0.31366764583400003
Egypt,EGY,2001,0.15995181297799999,1.51347480399,0.26879380722199997,1.04975393148,0.0854034582117,0.32433237027100004
Egypt,EGY,2002,0.159518368942,1.54618065167,0.276171418249,1.08283827122,0.0857311104576,0.33403421682600004
Egypt,EGY,2003,0.15996521000299999,1.5771910046600002,0.28487078512799996,1.12419082888,0.0859776147122,0.345299348458
Egypt,EGY,2004,0.15976548244299998,1.59895841395,0.29148574634900004,1.153728109,0.0883819183532,0.354258229686
Egypt,EGY,2005,0.15846502348699998,1.61918943471,0.294361751391,1.17843270734,0.0884661047781,0.36001636888599997
Egypt,EGY,2006,0.155303366534,1.64628185294,0.298162061335,1.1966832733500001,0.086446443619,0.36518308256800003
Egypt,EGY,2007,0.153894925386,1.6496998055499998,0.299346445137,1.2028882511,0.08619321451520001,0.367780731252
Egypt,EGY,2008,0.152143680151,1.6672474272700002,0.30172198670699996,1.21533079982,0.0863971021448,0.372160227295
Egypt,EGY,2009,0.153482126193,1.6882979840299999,0.30367518508700003,1.2286597292599999,0.0866799439568,0.376874383285
Egypt,EGY,2010,0.152141849722,1.7056529746400002,0.306165125999,1.2402139348199999,0.086857132779,0.38130087408999996
Egypt,EGY,2011,0.156689719728,1.72848100906,0.308377989936,1.24729651062,0.0869970064418,0.385811719016
Egypt,EGY,2012,0.157471499633,1.7553385247400002,0.312167365815,1.25916952925,0.086277373103,0.391165482325
Egypt,EGY,2013,0.15746541902900002,1.7640418979499999,0.314713280167,1.25925806898,0.08578074088200001,0.393950601173
Egypt,EGY,2014,0.153083441303,1.79106873516,0.321802462183,1.26967928116,0.0863191627005,0.400601936197
Egypt,EGY,2015,0.1591118506,1.8312209470599998,0.33046035828,1.2899002347600002,0.0866324822571,0.410927491232
Egypt,EGY,2016,0.159303151817,1.86147667791,0.338915357612,1.3031794778699999,0.08714657436180001,0.41968642904
Egypt,EGY,2017,0.15957619764,1.88527708442,0.347377921757,1.31830578216,0.0875452119114,0.428712956417
El Salvador,SLV,1990,0.213509590243,1.85969475993,0.22500955406899997,1.07094398572,0.0702285999646,0.31517990119600003
El Salvador,SLV,1991,0.208985389502,1.91801881431,0.23717538933100002,1.11555950253,0.0714525637083,0.33013765365500003
El Salvador,SLV,1992,0.20655402875599999,2.00495343409,0.256247423114,1.18256950864,0.0719517058209,0.352021885712
El Salvador,SLV,1993,0.202477388382,2.06082737835,0.262020875972,1.20705000282,0.0707560153195,0.361558320327
El Salvador,SLV,1994,0.19934237119200002,2.1670955567,0.290340918956,1.2914972106,0.0705451456929,0.390314287696
El Salvador,SLV,1995,0.197141341819,2.17833371199,0.281625756332,1.28360132743,0.0694208305651,0.388097567627
El Salvador,SLV,1996,0.19514391594199998,2.30223932772,0.307590094411,1.3688629406800001,0.07001635032129999,0.41706652881800005
El Salvador,SLV,1997,0.18765137902999998,2.41282574182,0.321941190815,1.43503763362,0.0702130205076,0.437746519406
El Salvador,SLV,1998,0.184400069207,2.48484073269,0.326802848104,1.4998144528,0.0701078815524,0.453018917113
El Salvador,SLV,1999,0.17481427206800002,2.59122597902,0.343564596203,1.59157149771,0.06955777591330001,0.47782649919
El Salvador,SLV,2000,0.171920106898,2.65178283292,0.33949349798100004,1.60609573091,0.0661615891369,0.482452324573
El Salvador,SLV,2001,0.169063035276,2.71678163708,0.347646137062,1.62393882826,0.0658444030435,0.49593799783700004
El Salvador,SLV,2002,0.16912760150699999,2.8129957393500002,0.357068304961,1.6768208474500002,0.06542709668959999,0.516327490379
El Salvador,SLV,2003,0.16975387154399998,2.89720505881,0.36143103646499997,1.7078149117699999,0.0657254210601,0.532078175607
El Salvador,SLV,2004,0.170910793886,3.0017918311400003,0.37335314216599996,1.75569307799,0.0653753392874,0.5547930041110001
El Salvador,SLV,2005,0.17686103691399999,3.07513852502,0.38324113528200004,1.80592343463,0.0647156409729,0.576308218638
El Salvador,SLV,2006,0.174917235069,3.10222223364,0.377284294093,1.81748118413,0.06364405469460001,0.583066426678
El Salvador,SLV,2007,0.172456492619,3.19580709048,0.391565135723,1.89000517257,0.0633270141658,0.611456034137
El Salvador,SLV,2008,0.164835785238,3.20207102954,0.381622417868,1.89646037744,0.0623077524139,0.615282951032
El Salvador,SLV,2009,0.163761170569,3.24403031886,0.382408729228,1.94736237321,0.0623116225635,0.633022314503
El Salvador,SLV,2010,0.155915606716,3.2491782703000003,0.379012889084,1.96046140212,0.0547748946555,0.6400109914159999
El Salvador,SLV,2011,0.15422120543700002,3.27336001605,0.381439093474,1.98605284219,0.055034773429400004,0.655065858081
El Salvador,SLV,2012,0.154604606898,3.26409912687,0.374410748919,1.97310580817,0.0545758842981,0.6587182582
El Salvador,SLV,2013,0.153892415416,3.29210660071,0.384713500248,2.00401465021,0.0583756055614,0.680505642471
El Salvador,SLV,2014,0.146139130644,3.34392262082,0.394761966781,2.0356478888100003,0.0617073427962,0.702788978503
El Salvador,SLV,2015,0.14049934942599998,3.3758431795200003,0.402238091965,2.0661439775200003,0.062257194881599996,0.721917150587
El Salvador,SLV,2016,0.142480318055,3.41522807525,0.40923306899,2.09532386347,0.062366537866100004,0.7414274558839999
El Salvador,SLV,2017,0.147755645614,3.44686100787,0.4158053305,2.12017880213,0.0629461966582,0.760497988296
England,,1990,0.651980348873,8.628006686920001,1.10956641914,5.29260646234,0.25400805677,2.76247721604
England,,1991,0.638873329426,8.91920649311,1.14226574725,5.36400696825,0.26834191089299997,2.82619623642
England,,1992,0.622779905711,9.20448736834,1.17704666933,5.43226165991,0.272404755244,2.8905636539599997
England,,1993,0.619658364323,9.49022037849,1.21556438047,5.50736334557,0.28017725773200003,2.963508069
England,,1994,0.626267377792,9.67379475649,1.23011472876,5.51832330213,0.293127326792,3.00261318026
England,,1995,0.629756012202,9.84673599138,1.26179622639,5.55665060696,0.300413015449,3.0573884663
England,,1996,0.6487911513529999,9.9497051162,1.27251647896,5.5686766271399994,0.30291261285000004,3.0851800481700002
England,,1997,0.649856837561,10.0971562885,1.269692306,5.554787742609999,0.31152580242899996,3.1169558975
England,,1998,0.665667623529,10.2994298154,1.28055018481,5.578795116069999,0.321275340588,3.16991626554
England,,1999,0.698195747494,10.4635108455,1.28664476988,5.60930217671,0.335091496227,3.2140986316599998
England,,2000,0.706919823799,10.6040528548,1.29432391213,5.64782811847,0.33719476139099996,3.25473345461
England,,2001,0.7135445065170001,10.7677264283,1.31022168567,5.67141707296,0.340073349049,3.2965334598000005
England,,2002,0.736537331546,10.9631590872,1.32782337584,5.735441688150001,0.355062405844,3.35352844159
England,,2003,0.7819204021820001,11.1371802614,1.3404390127099999,5.81377180117,0.36933852143900003,3.40868600675
England,,2004,0.7943142837459999,11.2095543062,1.33485257968,5.8378747547800005,0.37108079461099996,3.42700837926
England,,2005,0.8150755332759999,11.295115070300001,1.34275672241,5.89450884407,0.378505250434,3.4623020142100005
England,,2006,0.8547162672120001,11.420331495100001,1.3698288817900002,5.96706745152,0.406253476851,3.5189053569799995
England,,2007,0.8775689771340001,11.5513675028,1.3931459423800001,6.02968673076,0.42443133741100003,3.57264433656
England,,2008,0.897442866559,11.7610882697,1.4280794773,6.13533425125,0.446800179764,3.65356470354
England,,2009,0.9220988767739999,11.866563748899999,1.44156721995,6.18240062971,0.468308435039,3.6989168616600003
England,,2010,0.934712733046,11.9866350445,1.4577075344100001,6.24373076028,0.47344550394300006,3.74952272976
England,,2011,0.9531803198369999,12.0823436647,1.45215710294,6.24008494208,0.47913053790200005,3.7714992829800003
England,,2012,0.973509998646,12.291224529499999,1.4566976015800002,6.28810366802,0.511040360714,3.8305212045899997
England,,2013,0.999963540283,12.5490279584,1.5077805280799998,6.3866636653199995,0.543518695334,3.9374834709899997
England,,2014,1.00644228606,12.701471848199999,1.53145700569,6.413399599560001,0.557810343213,4.00201913019
England,,2015,1.0349916486400002,12.8686177215,1.55283083567,6.47879646802,0.545495106781,4.07835525967
England,,2016,1.0397244644699999,13.009683956000002,1.5857779534599998,6.5464129487700005,0.533422359494,4.15252769947
England,,2017,1.06559272095,12.951998160399999,1.60246570927,6.57091015348,0.529963684881,4.19838897925
Equatorial Guinea,GNQ,1990,0.15641002178,1.56965781991,0.249975327941,1.1415417968000001,0.018403298144,0.271454891115
Equatorial Guinea,GNQ,1991,0.16150015039500001,1.5632688933199999,0.248085965082,1.13293639625,0.0182028530364,0.267216632192
Equatorial Guinea,GNQ,1992,0.161856095935,1.54763704081,0.243116489841,1.11400417456,0.0182165600478,0.259929565601
Equatorial Guinea,GNQ,1993,0.162468678622,1.54946304606,0.240675837879,1.11255326356,0.0180948977576,0.255686111358
Equatorial Guinea,GNQ,1994,0.16418217534000001,1.54941485143,0.23683885211,1.10829802518,0.018194283254,0.25106032851000004
Equatorial Guinea,GNQ,1995,0.164644867718,1.55164946644,0.23608078498100002,1.1099272096800001,0.0180853776187,0.248021049723
Equatorial Guinea,GNQ,1996,0.16173011307899998,1.56555310918,0.236532177198,1.11060331035,0.0180867744863,0.245075150449
Equatorial Guinea,GNQ,1997,0.15067508647,1.5643817190499998,0.223404321098,1.08239001275,0.0181960549828,0.232570077383
Equatorial Guinea,GNQ,1998,0.144341960134,1.5762566321499998,0.21748380588900001,1.0723024496,0.018258423854,0.225837330396
Equatorial Guinea,GNQ,1999,0.137521799271,1.58312607011,0.215312947087,1.0682485351800002,0.0182178149938,0.22074612708099997
Equatorial Guinea,GNQ,2000,0.129564109313,1.58924605159,0.212134687336,1.06798100198,0.0181186045602,0.215226076296
Equatorial Guinea,GNQ,2001,0.11510020498,1.60273335961,0.20261415935299998,1.05798713329,0.018246846334,0.207619944948
Equatorial Guinea,GNQ,2002,0.109239324223,1.60675116983,0.194763057169,1.04925407541,0.0179992054636,0.202087056274
Equatorial Guinea,GNQ,2003,0.105201448307,1.62838808472,0.19406192171199999,1.06821806437,0.0178858738996,0.20204950106300001
Equatorial Guinea,GNQ,2004,0.0942409722144,1.64786922934,0.190337933233,1.0706794347900002,0.017841076253,0.198239127475
Equatorial Guinea,GNQ,2005,0.0980320829994,1.6794027498600002,0.193003405741,1.08988947765,0.0181838322963,0.20139407970999998
Equatorial Guinea,GNQ,2006,0.107482346731,1.7249305037899998,0.198737705572,1.13601156144,0.0181082632421,0.208763949413
Equatorial Guinea,GNQ,2007,0.10565645328500001,1.75083906057,0.196789959684,1.1530231693,0.0182416038764,0.20868792816400003
Equatorial Guinea,GNQ,2008,0.10333175913399999,1.7775051514600002,0.19597238824,1.17054194323,0.0182750296802,0.209196510856
Equatorial Guinea,GNQ,2009,0.103921548647,1.8086672177799998,0.19693851126700002,1.1937019552500001,0.018166762133800002,0.21154241787800002
Equatorial Guinea,GNQ,2010,0.0964539415057,1.8380453144000002,0.19569647031299997,1.2058284199,0.0183435166777,0.21109284262100003
Equatorial Guinea,GNQ,2011,0.0875366825484,1.86710957856,0.193499042322,1.22226129362,0.0182958276629,0.21040586541
Equatorial Guinea,GNQ,2012,0.0850598300477,1.9059495745700001,0.194514817257,1.24946482843,0.018115945105700002,0.213348679285
Equatorial Guinea,GNQ,2013,0.08213268620479999,1.94180694245,0.193179976979,1.26692256413,0.0181433014767,0.214858067273
Equatorial Guinea,GNQ,2014,0.08637615806940001,1.98447643935,0.195557922017,1.3010550538199999,0.0180543388151,0.220680451868
Equatorial Guinea,GNQ,2015,0.083853541839,2.0281517043100004,0.195757815025,1.32316788956,0.018106720754099997,0.224060406228
Equatorial Guinea,GNQ,2016,0.0842895223817,2.06711799316,0.195657356363,1.35310222659,0.0184651592867,0.22845483222700003
Equatorial Guinea,GNQ,2017,0.0851387728677,2.09441921707,0.19752634578500003,1.37497939707,0.0184956163945,0.233393106622
Eritrea,ERI,1990,0.234773056828,1.99097109103,0.249881629153,1.57623258402,0.028169329774200003,0.283477785381
Eritrea,ERI,1991,0.301223193214,1.9958046987499998,0.314894235217,1.70177476543,0.029817750993399998,0.33699985699699997
Eritrea,ERI,1992,0.28907725522100003,1.9856077971600001,0.329638989298,1.74149161796,0.0305926963535,0.34370017178
Eritrea,ERI,1993,0.269832704375,1.98934456738,0.33090408710200003,1.7700669801300002,0.031510207242100005,0.342269619556
Eritrea,ERI,1994,0.263585785057,2.0058379372,0.335776408248,1.8067335557500002,0.0326563958102,0.345820317162
Eritrea,ERI,1995,0.25255035756099997,1.79566289146,0.33859154055400004,1.84155256668,0.0339071873974,0.346075235679
Eritrea,ERI,1996,0.2492265106,2.0653346100000003,0.337523880781,1.85836843553,0.0337303859267,0.348825438137
Eritrea,ERI,1997,0.251927825216,2.12302522451,0.333620938976,1.87671937051,0.034505488175,0.348812406317
Eritrea,ERI,1998,0.255405472992,2.18431123019,0.329674415387,1.8999346966900001,0.0349462030029,0.348801527901
Eritrea,ERI,1999,0.251981627351,2.1998943907900004,0.316267550837,1.8977576731499999,0.0342646211091,0.34058835529500003
Eritrea,ERI,2000,0.259140505621,2.15941050651,0.31357785719799997,2.00194280479,0.0347986618219,0.346336107419
Eritrea,ERI,2001,0.264700120482,2.2447495438400002,0.313427658629,1.9892110602899997,0.0353709156239,0.347944778666
Eritrea,ERI,2002,0.24787109790500003,2.25843944773,0.313401565943,1.97103819999,0.03469324913,0.344050406588
Eritrea,ERI,2003,0.24110500383400002,2.28035829271,0.308266414597,1.9593849750199999,0.034577402612499995,0.34050397535599997
Eritrea,ERI,2004,0.24717887764399998,2.29262245993,0.306963193345,1.9374921466,0.0345711610419,0.341210089301
Eritrea,ERI,2005,0.247234480721,2.2820846428199997,0.304243414381,1.91264179989,0.0348496515856,0.33940534187000004
Eritrea,ERI,2006,0.248167611748,2.2910217189699997,0.302044558635,1.88945531522,0.0342796840876,0.337988655171
Eritrea,ERI,2007,0.248150004682,2.2825313269,0.297205697208,1.86258010308,0.0338944559091,0.335480798772
Eritrea,ERI,2008,0.24919427988099999,2.26789526735,0.291820030329,1.8346781000299999,0.0335028325007,0.33296242408
Eritrea,ERI,2009,0.241549615842,2.24796526908,0.287657145947,1.80075071634,0.032719769974,0.329459818187
Eritrea,ERI,2010,0.244732680135,2.23623822743,0.280575258217,1.7734221620100001,0.032700422244699996,0.32698731781400003
Eritrea,ERI,2011,0.246705183008,2.22968719849,0.278308522751,1.75887493412,0.0326918561584,0.327698285595
Eritrea,ERI,2012,0.25224658670899996,2.22217805991,0.27591367960400004,1.73658675662,0.0320427150444,0.328217750498
Eritrea,ERI,2013,0.252900621652,2.2175201526299997,0.27598463626,1.71949417345,0.031742743449899996,0.329863436678
Eritrea,ERI,2014,0.253755113879,2.21275800587,0.27918420310299996,1.7006573985400002,0.0315567190099,0.333135797334
Eritrea,ERI,2015,0.256399118564,2.20592453385,0.281285421634,1.68473950708,0.031829546474,0.336496290615
Eritrea,ERI,2016,0.25451556335500003,2.20282185181,0.283989018265,1.67323379414,0.0310580025896,0.339713474664
Eritrea,ERI,2017,0.245307354261,2.19788696302,0.285937319878,1.65800084053,0.030852809042899998,0.341531447029
Estonia,EST,1990,0.559710168193,4.15259315829,0.782063892895,3.38504457874,0.260979544208,1.56141652705
Estonia,EST,1991,0.5590695921440001,4.23483890387,0.809831438005,3.5003979588500003,0.25770643787700004,1.6136512193599999
Estonia,EST,1992,0.5656883891460001,4.26671302283,0.8219285765619999,3.5250779950599997,0.256197612472,1.6434546926999998
Estonia,EST,1993,0.557073426499,4.38156660385,0.882726314149,3.68988771475,0.252066065533,1.7332146644800002
Estonia,EST,1994,0.54877113316,4.47252093568,0.9383336944410001,3.8435150797899995,0.247177594672,1.8114039733900003
Estonia,EST,1995,0.554930590937,4.47264777941,0.9334579996369999,3.8087514059200003,0.24683957098,1.8075772645900001
Estonia,EST,1996,0.561652386312,4.49752621061,0.9012456757930001,3.75952744292,0.25560888743000004,1.79156854175
Estonia,EST,1997,0.581962447043,4.652023536250001,0.89780113017,3.84597562552,0.257352194012,1.84030425597
Estonia,EST,1998,0.6220267147940001,4.89397650695,0.930397170546,3.9786389769,0.265357452511,1.92994537661
Estonia,EST,1999,0.652697645021,5.02273562902,0.9238690684830001,3.963685229,0.277856841405,1.95737129716
Estonia,EST,2000,0.699579688763,5.19954635539,0.937190295683,4.01034942234,0.29465276512899996,2.01638830858
Estonia,EST,2001,0.754991660736,5.32023575812,0.954569176647,4.0810919640700005,0.308127121655,2.07653111734
Estonia,EST,2002,0.804475012294,5.49641318087,0.9502831996550001,4.18815935372,0.32898204108400003,2.1435223381
Estonia,EST,2003,0.876705455102,5.87479308236,0.9542866304459999,4.412389430299999,0.344223217382,2.26798035095
Estonia,EST,2004,0.9471029138229999,6.14784965188,0.9655778995559999,4.60254657109,0.36927616848100003,2.37734942053
Estonia,EST,2005,1.01325834225,6.4142916441799995,0.973361989566,4.7695705000799995,0.41125361692,2.48215240784
Estonia,EST,2006,1.05271411144,6.69018576756,0.99047675251,4.9183663091000005,0.44369064269999997,2.58995887086
Estonia,EST,2007,1.14365479457,7.003081397410001,1.02865812586,5.03759252423,0.47727598257900006,2.70723898933
Estonia,EST,2008,1.21960147705,7.23773877693,1.02966876334,5.04986445346,0.511140339592,2.77190290803
Estonia,EST,2009,1.2445827577400002,7.43639603017,1.03426181089,5.0296397631400005,0.608122815038,2.82990922837
Estonia,EST,2010,1.30026440436,7.51744866856,1.02965183091,4.9446206694,0.679446978696,2.85073738905
Estonia,EST,2011,1.3201110742600002,7.594907129469999,1.0848659052499998,4.96774987701,0.661809310256,2.91920551811
Estonia,EST,2012,1.48124607985,7.74898220327,1.11661397294,5.05116059828,0.667306707289,3.0133697606000003
Estonia,EST,2013,1.54487271755,7.884818360190001,1.12524783749,5.13103136963,0.7508955118149999,3.0881923923300003
Estonia,EST,2014,1.66626347751,7.97780609847,1.17081082072,5.2406541474,0.854664191623,3.17843053512
Estonia,EST,2015,1.78811100149,7.98553847014,1.19134097604,5.27611176011,0.9691503701490001,3.22351962999
Estonia,EST,2016,1.8177685032800002,7.9220550559,1.2039899535,5.31322616685,0.941256059183,3.23490580079
Estonia,EST,2017,1.81129066785,7.88714878541,1.2024018110199999,5.33377376913,0.886731616985,3.23908918122
Eswatini,SWZ,1990,0.049688962504499994,2.14714507096,0.200274148203,1.31818074766,0.0188734314362,0.22601239045399998
Eswatini,SWZ,1991,0.0490929857655,2.16439693158,0.20157072481,1.34220650578,0.019025724278000002,0.22902012485700002
Eswatini,SWZ,1992,0.0486958228315,2.1763300207,0.20143378278700003,1.35459891888,0.018757033139199998,0.230747108838
Eswatini,SWZ,1993,0.0492217052804,2.18696534604,0.20185670183199997,1.3696496204600002,0.018858743984,0.23347416482000002
Eswatini,SWZ,1994,0.048861695638999995,2.21335897132,0.203890895811,1.40496154273,0.0189545528823,0.23872055571900003
Eswatini,SWZ,1995,0.0515035973983,2.26150217648,0.21051772997899998,1.46886668994,0.0187452562745,0.249049823596
Eswatini,SWZ,1996,0.050827215759399996,2.29971317788,0.21377364327499998,1.50115768445,0.0188305923036,0.255317386658
Eswatini,SWZ,1997,0.0508532739744,2.3246570033,0.217994435839,1.52957105186,0.018887637548199998,0.26197898903600003
Eswatini,SWZ,1998,0.0509740018516,2.3516063637,0.224553930252,1.5746599505,0.019055442198,0.271296104501
Eswatini,SWZ,1999,0.053391931674099995,2.37553459422,0.232847625697,1.61186924844,0.0192020400631,0.28130683069400003
Eswatini,SWZ,2000,0.0566543790054,2.41630682045,0.24650684817000001,1.66084217009,0.0218573612731,0.295928490699
Eswatini,SWZ,2001,0.05838552023889999,2.4251945987,0.251300673079,1.67271982173,0.0239197552175,0.302731771124
Eswatini,SWZ,2002,0.059173521719499994,2.43141666179,0.25746703822,1.67922067079,0.024559003280399998,0.309043380513
Eswatini,SWZ,2003,0.0612943844947,2.40997067228,0.25325793963800003,1.6660950334099998,0.0247474220656,0.30824739532
Eswatini,SWZ,2004,0.0610649698067,2.3893186961199997,0.251468397175,1.65173672348,0.02532506299,0.308323416096
Eswatini,SWZ,2005,0.0610776262233,2.3816512173,0.249441677959,1.64315174252,0.025346921557600002,0.308836027051
Eswatini,SWZ,2006,0.0609334657425,2.37260337975,0.24394817634000002,1.63481629331,0.025365203154300003,0.30769700658599997
Eswatini,SWZ,2007,0.0613130172548,2.3650080897600003,0.24107972118100002,1.6357579719700002,0.0257225387555,0.308970938063
Eswatini,SWZ,2008,0.06174422535849999,2.36868073391,0.241757108927,1.64595057076,0.025685585574099997,0.312963308204
Eswatini,SWZ,2009,0.0607875213259,2.37239411029,0.24330218681600002,1.66040689321,0.0257604766297,0.317622459881
Eswatini,SWZ,2010,0.0586303745944,2.37563804011,0.24146695283,1.6627099161999999,0.025069742156600003,0.31923433381599997
Eswatini,SWZ,2011,0.0558277232139,2.37762476289,0.24125640268,1.65904169643,0.0251228356729,0.321384062664
Eswatini,SWZ,2012,0.0552635307889,2.38321106252,0.242604176099,1.66511131492,0.0251426438186,0.325645057658
Eswatini,SWZ,2013,0.054773631397699994,2.39001411383,0.243878253191,1.66859501625,0.025658188227700003,0.329932305574
Eswatini,SWZ,2014,0.05417840377369999,2.38593221855,0.240605378394,1.6600261168600001,0.025511770400800004,0.330668969359
Eswatini,SWZ,2015,0.0533952106234,2.36382471299,0.23401231312,1.6352002365799998,0.025751810002099997,0.328268743087
Eswatini,SWZ,2016,0.053672032508099994,2.35068381976,0.22816461665,1.61426866144,0.026038922058600002,0.327190507558
Eswatini,SWZ,2017,0.052831755112100004,2.34008132652,0.226899050043,1.58946256813,0.0256283300614,0.328121725292
Ethiopia,ETH,1990,0.228546603194,1.7139335948899999,0.229722283423,1.2206324740499999,0.022645227750600003,0.261879149009
Ethiopia,ETH,1991,0.23310207630000002,1.70754615551,0.227861368721,1.21915939075,0.0226610517414,0.259970555808
Ethiopia,ETH,1992,0.24096445598,1.70490093464,0.23119003972899999,1.21836654386,0.022637151919699998,0.262352096495
Ethiopia,ETH,1993,0.24307138349,1.69905327241,0.231521429896,1.2143698329000001,0.0224249050895,0.261567937209
Ethiopia,ETH,1994,0.23775903103899998,1.69337089797,0.22904078431,1.2075153349,0.0223229435522,0.257938721162
Ethiopia,ETH,1995,0.232338250564,1.68266993747,0.225359664001,1.19361004531,0.021740240129000003,0.253378732895
Ethiopia,ETH,1996,0.22354305328100002,1.66433849089,0.219320754006,1.17081703432,0.020802909669200002,0.24660601490899997
Ethiopia,ETH,1997,0.21654347413299999,1.65100648936,0.214180343475,1.15373475192,0.020623144340800002,0.241286321725
Ethiopia,ETH,1998,0.207076696748,1.6321141796099998,0.20425456298599998,1.12539804209,0.0191677370912,0.232203488292
Ethiopia,ETH,1999,0.196556747603,1.61229417566,0.19472978716,1.10092979442,0.0191918282009,0.22345712927699998
Ethiopia,ETH,2000,0.191556660498,1.59409854643,0.187467120248,1.0808451801999999,0.0190214263676,0.21682777841299997
Ethiopia,ETH,2001,0.196933195625,1.58331028955,0.181149809236,1.0613018034400001,0.0208068434246,0.21401947522099998
Ethiopia,ETH,2002,0.19239011676700002,1.57572675383,0.174912757653,1.04217251892,0.0208487810402,0.209020607389
Ethiopia,ETH,2003,0.188595349413,1.57535587684,0.170331987135,1.02941530094,0.0209198579367,0.205518535379
Ethiopia,ETH,2004,0.186195459478,1.58038646891,0.167597414893,1.01880694112,0.021108515206500002,0.20340306790800003
Ethiopia,ETH,2005,0.184791162409,1.5834193733100002,0.16434598484500001,1.007628073,0.0210802682782,0.20116318277800002
Ethiopia,ETH,2006,0.180170571502,1.59008280771,0.162683178122,1.00522775309,0.021019210404,0.199712614093
Ethiopia,ETH,2007,0.1815068151,1.6025117367800001,0.161389528904,1.00165220699,0.021127860567,0.199611231368
Ethiopia,ETH,2008,0.178840145173,1.61825562394,0.16180331561699998,1.00174286786,0.0212178101265,0.19998077734
Ethiopia,ETH,2009,0.176456604732,1.63591581291,0.162950472377,1.00445469013,0.0213091348219,0.20107002763200002
Ethiopia,ETH,2010,0.170310454019,1.64832269864,0.163988301713,1.00355015921,0.0201773746224,0.20086720814
